commodityName,PriceType,unit,min,max,avg,date
Onion Green,Retail,Kg,230,240,235,"Oct 10, 2019"
Onion Green,Retail,Kg,230,240,235,"Oct 8, 2019"
Onion Green,Retail,Kg,230,240,235,"Oct 7, 2019"
Onion Green,Retail,Kg,220,230,225,"Oct 6, 2019"
Onion Green,Retail,Kg,120,210,165,"Oct 5, 2019"
Onion Green,Retail,Kg,200,210,205,"Oct 4, 2019"
Onion Green,Retail,Kg,210,220,215,"Oct 3, 2019"
Onion Green,Retail,Kg,200,210,205,"Oct 2, 2019"
Onion Green,Retail,Kg,200,210,205,"Oct 1, 2019"
Onion Green,Retail,Kg,210,220,215,"Sep 30, 2019"
Onion Green,Retail,Kg,120,130,125,"Sep 29, 2019"
Onion Green,Retail,Kg,230,240,235,"Sep 28, 2019"
Onion Green,Retail,Kg,130,140,135,"Sep 27, 2019"
Onion Green,Retail,Kg,130,140,135,"Sep 26, 2019"
Onion Green,Retail,Kg,130,140,135,"Sep 25, 2019"
Onion Green,Retail,Kg,140,150,145,"Sep 24, 2019"
Onion Green,Retail,Kg,120,130,125,"Sep 23, 2019"
Onion Green,Retail,Kg,140,150,145,"Sep 22, 2019"
Onion Green,Retail,Kg,120,130,125,"Sep 21, 2019"
Onion Green,Retail,Kg,190,200,195,"Sep 20, 2019"
Onion Green,Retail,Kg,220,230,225,"Sep 19, 2019"
Onion Green,Retail,Kg,80,90,85,"Sep 17, 2019"
Onion Green,Retail,Kg,110,120,115,"Sep 16, 2019"
Onion Green,Retail,Kg,110,120,115,"Sep 15, 2019"
Onion Green,Retail,Kg,100,110,105,"Sep 14, 2019"
Onion Green,Retail,Kg,50,60,55,"Sep 13, 2019"
Onion Green,Retail,Kg,50,60,55,"Sep 12, 2019"
Onion Green,Retail,Kg,60,70,65,"Sep 6, 2019"
Onion Green,Retail,Kg,60,70,65,"Sep 9, 2019"
Onion Green,Retail,Kg,60,70,65,"Sep 8, 2019"
Onion Green,Retail,Kg,70,80,75,"Sep 5, 2019"
Onion Green,Retail,Kg,50,60,55,"Sep 7, 2019"
Onion Green,Retail,Kg,70,80,75,"Aug 29, 2019"
Onion Green,Retail,Kg,80,90,85,"Aug 28, 2019"
Onion Green,Retail,Kg,90,100,95,"Aug 27, 2019"
Onion Green,Retail,Kg,100,120,110,"Aug 25, 2019"
Onion Green,Retail,Kg,150,160,155,"Aug 24, 2019"
Onion Green,Retail,Kg,150,160,155,"Aug 23, 2019"
Onion Green,Retail,Kg,110,120,115,"Aug 26, 2019"
Onion Green,Retail,Kg,50,60,55,"Sep 11, 2019"
Onion Green,Retail,Kg,70,80,75,"Sep 2, 2019"
Onion Green,Retail,Kg,50,60,55,"Sep 10, 2019"
Onion Green,Retail,Kg,60,70,65,"Sep 4, 2019"
Onion Green,Retail,Kg,70,80,75,"Sep 3, 2019"
Onion Green,Retail,Kg,80,90,85,"Aug 31, 2019"
Onion Green,Retail,Kg,160,180,170,"Aug 18, 2019"
Onion Green,Retail,Kg,160,170,165,"Aug 19, 2019"
Onion Green,Retail,Kg,170,180,175,"Aug 17, 2019"
Onion Green,Retail,Kg,170,180,175,"Aug 16, 2019"
Onion Green,Retail,Kg,160,170,165,"Aug 22, 2019"
Onion Green,Retail,Kg,150,160,155,"Aug 21, 2019"
Onion Green,Retail,Kg,160,180,170,"Aug 20, 2019"
Onion Green,Retail,Kg,70,80,75,"Sep 1, 2019"
Onion Green,Retail,Kg,70,80,75,"Aug 30, 2019"
Onion Green,Retail,Kg,160,180,170,"Aug 15, 2019"
Onion Green,Retail,Kg,180,200,190,"Aug 14, 2019"
Onion Green,Retail,Kg,160,170,165,"Aug 13, 2019"
Onion Green,Retail,Kg,180,200,190,"Aug 12, 2019"
Onion Green,Retail,Kg,160,170,165,"Aug 11, 2019"
Onion Green,Retail,Kg,160,180,170,"Aug 10, 2019"
Onion Green,Retail,Kg,160,180,170,"Aug 9, 2019"
Onion Green,Retail,Kg,180,200,190,"Aug 8, 2019"
Onion Green,Retail,Kg,180,200,190,"Aug 7, 2019"
Onion Green,Retail,Kg,160,180,170,"Aug 6, 2019"
Onion Green,Retail,Kg,180,200,190,"Aug 5, 2019"
Onion Green,Retail,Kg,160,180,170,"Aug 4, 2019"
Onion Green,Retail,Kg,180,200,190,"Aug 3, 2019"
Onion Green,Retail,Kg,180,200,190,"Aug 2, 2019"
Onion Green,Retail,Kg,220,230,225,"Aug 1, 2019"
Onion Green,Retail,Kg,230,240,235,"Jul 31, 2019"
Onion Green,Retail,Kg,220,230,225,"Jul 30, 2019"
Onion Green,Retail,Kg,220,240,230,"Jul 29, 2019"
Onion Green,Retail,Kg,230,250,240,"Jul 28, 2019"
Onion Green,Retail,Kg,140,150,145,"Jul 27, 2019"
Onion Green,Retail,Kg,140,150,145,"Jul 26, 2019"
Onion Green,Retail,Kg,180,200,190,"Jul 25, 2019"
Onion Green,Retail,Kg,150,160,155,"Jul 5, 2019"
Onion Green,Retail,Kg,200,210,205,"Jul 23, 2019"
Onion Green,Retail,Kg,200,220,210,"Jul 21, 2019"
Onion Green,Retail,Kg,210,220,215,"Jul 9, 2019"
Onion Green,Retail,Kg,140,150,145,"Jul 1, 2019"
Onion Green,Retail,Kg,180,200,190,"Jul 18, 2019"
Onion Green,Retail,Kg,280,300,290,"Jul 13, 2019"
Onion Green,Retail,Kg,180,200,190,"Jul 17, 2019"
Onion Green,Retail,Kg,140,150,145,"Jun 30, 2019"
Onion Green,Retail,Kg,140,150,145,"Jul 20, 2019"
Onion Green,Retail,Kg,140,150,145,"Jul 4, 2019"
Onion Green,Retail,Kg,220,230,225,"Jul 8, 2019"
Onion Green,Retail,Kg,220,230,225,"Jul 12, 2019"
Onion Green,Retail,Kg,140,150,145,"Jul 19, 2019"
Onion Green,Retail,Kg,140,150,145,"Jul 3, 2019"
Onion Green,Retail,Kg,220,230,225,"Jul 15, 2019"
Onion Green,Retail,Kg,200,220,210,"Jul 7, 2019"
Onion Green,Retail,Kg,220,230,225,"Jul 11, 2019"
Onion Green,Retail,Kg,220,230,225,"Jul 10, 2019"
Onion Green,Retail,Kg,220,230,225,"Jul 14, 2019"
Onion Green,Retail,Kg,220,230,225,"Jul 6, 2019"
Onion Green,Retail,Kg,150,160,155,"Jul 24, 2019"
Onion Green,Retail,Kg,140,150,145,"Jul 2, 2019"
Onion Green,Retail,Kg,140,150,145,"Jul 22, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Jun 30, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Jul 1, 2019"
Onion Green,Wholesale,Kg,140,150,145,"Aug 8, 2019"
Onion Green,Wholesale,Kg,140,150,145,"Aug 12, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Jul 2, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Aug 21, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Jul 3, 2019"
Onion Green,Wholesale,Kg,180,200,190,"Jul 11, 2019"
Onion Green,Wholesale,Kg,130,140,135,"Jul 17, 2019"
Onion Green,Wholesale,Kg,190,200,195,"Jul 15, 2019"
Onion Green,Wholesale,Kg,180,200,190,"Jul 10, 2019"
Onion Green,Wholesale,Kg,190,200,195,"Jul 14, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Jul 4, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Jul 19, 2019"
Onion Green,Wholesale,Kg,180,200,190,"Jul 12, 2019"
Onion Green,Wholesale,Kg,130,140,135,"Jul 18, 2019"
Onion Green,Wholesale,Kg,130,140,135,"Jul 5, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Jul 20, 2019"
Onion Green,Wholesale,Kg,130,140,135,"Jul 21, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Aug 9, 2019"
Onion Green,Wholesale,Kg,220,230,225,"Jul 13, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Aug 23, 2019"
Onion Green,Wholesale,Kg,140,150,145,"Aug 10, 2019"
Onion Green,Wholesale,Kg,130,140,135,"Aug 16, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Aug 20, 2019"
Onion Green,Wholesale,Kg,150,160,155,"Jul 23, 2019"
Onion Green,Wholesale,Kg,170,180,175,"Jul 25, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Jul 22, 2019"
Onion Green,Wholesale,Kg,110,120,115,"Jul 26, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Jul 24, 2019"
Onion Green,Wholesale,Kg,180,200,190,"Jul 6, 2019"
Onion Green,Wholesale,Kg,130,140,135,"Aug 17, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Aug 22, 2019"
Onion Green,Wholesale,Kg,180,200,190,"Jul 7, 2019"
Onion Green,Wholesale,Kg,180,200,190,"Jul 29, 2019"
Onion Green,Wholesale,Kg,180,200,190,"Jul 30, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Jul 27, 2019"
Onion Green,Wholesale,Kg,180,200,190,"Jul 28, 2019"
Onion Green,Wholesale,Kg,180,200,190,"Jul 31, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Aug 11, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Aug 19, 2019"
Onion Green,Wholesale,Kg,180,200,190,"Jul 8, 2019"
Onion Green,Wholesale,Kg,130,140,135,"Aug 5, 2019"
Onion Green,Wholesale,Kg,140,150,145,"Aug 2, 2019"
Onion Green,Wholesale,Kg,130,140,135,"Aug 4, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Aug 6, 2019"
Onion Green,Wholesale,Kg,140,150,145,"Aug 7, 2019"
Onion Green,Wholesale,Kg,180,200,190,"Aug 1, 2019"
Onion Green,Wholesale,Kg,180,200,190,"Jul 9, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Aug 3, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Aug 13, 2019"
Onion Green,Wholesale,Kg,140,150,145,"Aug 14, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Aug 18, 2019"
Onion Green,Wholesale,Kg,130,140,135,"Aug 15, 2019"
Onion Green,Wholesale,Kg,90,100,95,"Sep 14, 2019"
Onion Green,Wholesale,Kg,190,200,195,"Sep 19, 2019"
Onion Green,Wholesale,Kg,40,50,45,"Sep 10, 2019"
Onion Green,Wholesale,Kg,70,80,75,"Aug 25, 2019"
Onion Green,Wholesale,Kg,70,80,75,"Aug 26, 2019"
Onion Green,Wholesale,Kg,50,60,55,"Aug 29, 2019"
Onion Green,Wholesale,Kg,60,70,65,"Aug 30, 2019"
Onion Green,Wholesale,Kg,70,80,75,"Aug 31, 2019"
Onion Green,Wholesale,Kg,60,70,65,"Aug 27, 2019"
Onion Green,Wholesale,Kg,60,70,65,"Aug 28, 2019"
Onion Green,Wholesale,Kg,40,45,43,"Sep 9, 2019"
Onion Green,Wholesale,Kg,40,45,43,"Sep 12, 2019"
Onion Green,Wholesale,Kg,35,40,38,"Sep 13, 2019"
Onion Green,Wholesale,Kg,35,40,38,"Sep 11, 2019"
Onion Green,Wholesale,Kg,40,50,45,"Sep 8, 2019"
Onion Green,Wholesale,Kg,90,100,95,"Sep 21, 2019"
Onion Green,Wholesale,Kg,60,70,65,"Sep 3, 2019"
Onion Green,Wholesale,Kg,50,60,55,"Sep 4, 2019"
Onion Green,Wholesale,Kg,60,70,65,"Sep 2, 2019"
Onion Green,Wholesale,Kg,60,70,65,"Sep 1, 2019"
Onion Green,Wholesale,Kg,60,70,65,"Sep 5, 2019"
Onion Green,Wholesale,Kg,50,60,55,"Sep 6, 2019"
Onion Green,Wholesale,Kg,40,50,45,"Sep 7, 2019"
Onion Green,Wholesale,Kg,140,150,145,"Sep 20, 2019"
Onion Green,Wholesale,Kg,90,100,95,"Sep 15, 2019"
Onion Green,Wholesale,Kg,90,100,95,"Sep 16, 2019"
Onion Green,Wholesale,Kg,70,80,75,"Sep 17, 2019"
Onion Green,Wholesale,Kg,110,120,115,"Aug 24, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Sep 22, 2019"
Onion Green,Wholesale,Kg,110,120,115,"Sep 23, 2019"
Onion Green,Wholesale,Kg,110,120,115,"Sep 24, 2019"
Onion Green,Wholesale,Kg,110,120,115,"Sep 25, 2019"
Onion Green,Wholesale,Kg,110,120,115,"Sep 26, 2019"
Onion Green,Wholesale,Kg,110,120,115,"Sep 27, 2019"
Onion Green,Wholesale,Kg,120,130,125,"Sep 28, 2019"
Onion Green,Wholesale,Kg,110,120,115,"Sep 29, 2019"
Onion Green,Wholesale,Kg,190,200,195,"Sep 30, 2019"
Onion Green,Wholesale,Kg,190,200,195,"Oct 1, 2019"
Onion Green,Wholesale,Kg,190,200,195,"Oct 2, 2019"
Onion Green,Wholesale,Kg,190,200,195,"Oct 3, 2019"
Onion Green,Wholesale,Kg,190,200,195,"Oct 4, 2019"
Onion Green,Wholesale,Kg,190,200,195,"Oct 5, 2019"
Onion Green,Wholesale,Kg,190,200,195,"Oct 6, 2019"
Onion Green,Wholesale,Kg,200,210,205,"Oct 7, 2019"
Onion Green,Wholesale,Kg,210,220,215,"Oct 8, 2019"
Onion Green,Wholesale,Kg,200,210,205,"Oct 10, 2019"
Onion Green,Wholesale,Kg,210,220,215,"Oct 11, 2019"
Onion Green,Wholesale,Kg,190,200,195,"Oct 12, 2019"
Onion Green,Wholesale,Kg,190,200,195,"Oct 14, 2019"
Onion Green,Wholesale,Kg,140,150,145,"Oct 15, 2019"
Onion Green,Wholesale,Kg,190,200,195,"Oct 13, 2019"
